imdbID,long imdb title,cast,genres,runtimes,country codes,language codes,year,director,rating,votes,companies,full-size cover url,plot
0499556,War (2007),0001472 0005458 0518821 1226817 0350079 0007210 0410903 0437646 0820783 1229204,action crime thriller,103,ca us,en cmn ja yue,2007,0041161,6.2,94206,0173285 0037759 0095383 0051228 0026937 0247125,https://m.media-amazon.com/images/M/MV5BNTIwMjE2Mjc1MF5BMl5BanBnXkFtZTYwNzI0OTI3.jpg,FBI Agent vengeance mysterious assassin Rogue partner
2358891,The Great Beauty (2013),0785842 0893872 0272677 0117911 0287156 0898408 0710520 0337215 0664671 0691316,drama,141,it fr,it ja es zh,2013,0815204,7.7,94208,0132227 0035890 0168461 0022869 0056755 0048331 0028557 0346444 0125554 0243191,https://m.media-amazon.com/images/M/MV5BMWU5NmE2ZTUtYzhkMi00N2JmLWJhODgtM2NhNWU5ZWE5MTRlXkEyXkFqcGdeQXVyNDE5MTU2MDE@.jpg,Jep Gambardella way lavish nightlife Rome decades 65th birthday shock past Jep nightclubs parties timeless landscape absurd exquisite beauty
0107144,Hot Shots! Part Deux (1993),0000221 0000978 0000420 0001077 0000283 0001208 0000100 0355062 0937387 0752751,action comedy,86,us,en,1993,0000720,6.6,94194,0000756,https://m.media-amazon.com/images/M/MV5BZjU2ODlmZWMtODEwZS00NTQ0LTk1ZDYtYzk0ZjE3ZGZhMGM0XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,Rambo parody Topper Harley rescue team Iraq Iraqi war prisoners previous rescue teams
0069704,American Graffiti (1973),0000377 0000165 0494432 0001747 0930286 0163748 0680603 0413125 0005019 0655693,comedy drama,110,us,en,1973,0000184,7.4,94181,0005073 0071326 0099634,https://m.media-amazon.com/images/M/MV5BZGE1YWIzOTItYjU5MC00OTM2LTk0MDgtOTBlMjY4NjkxNmVmXkEyXkFqcGdeQXVyNzc5MjA3OA@@.jpg,group teenagers California central valley final night high school graduation strip buddies varying goals
2274648,Hellboy (2019),4440305 2244852 10604409 9407212 4005373 0000170 3241414 10604410 0574534 1092086,action adventure fantasy horror sci-fi,120,us gb bg ca pt fr,en es ru de,2019,0551076,5.2,94163,0046206 0002572 0041635 0248798 0020061 0360646 0191414 0304916 0698158 0032081,https://m.media-amazon.com/images/M/MV5BODdkMDQzMzItZDc4YS00OGM4LTkxNTQtNjUzNzU0ZmJkMWY2XkEyXkFqcGdeQXVyMjMxOTE0ODA@.jpg,Caught worlds supernatural human Hellboy ancient sorceress bent revenge
0464154,Piranha 3D (2010),0000377 0000609 0000223 0000502 0744834 0005278 1997596 1221906 0111639 3087529,comedy horror,88,us,en,2010,0014960,5.5,94141,0019626 0060840 0313680 0014103 0038754 0150452,https://m.media-amazon.com/images/M/MV5BMTU3NDg2NTY4Nl5BMl5BanBnXkFtZTcwMTM0OTE3Mw@@.jpg,sudden underwater tremor sets free scores prehistoric man-eating fish unlikely group strangers fish food area new razor-toothed residents
1212419,Hereafter (2010),0208426 0627245 2092144 4114436 4096185 0717262 4114429 0001542 0454236 0000354,drama fantasy romance,129,us,en fr de,2010,0000142,6.5,94130,0002663 0010258 0013175 0009119 0240550,https://m.media-amazon.com/images/M/MV5BMjE2MzU3Nzk4M15BMl5BanBnXkFtZTcwODcxNTI5Mw@@.jpg,drama people blue-collar American French journalist London school death different ways
0267804,The One (2001),0001472 0001303 0005148 0005458 0607175 0116465 0826186 0710292 0806613 0364748,action sci-fi thriller,87,us,en,2001,0939128,5.9,94102,0003580 0001857,https://m.media-amazon.com/images/M/MV5BZjk3ZjYxNDUtZDNhZi00ODU0LThlYjYtNWU4M2I2NDRmMjE1XkEyXkFqcGdeQXVyMTUzMDUzNTI3.jpg,rogue Multiverse agent manhunt alternate versions stronger kill last version LASD cop crusade One
0017925,The General (1926),0000036 0533045 0147070 0267650 0089162 1070961 0807667 0444172 0232592 0623189,action adventure comedy drama war,67,us,zxx,1926,0115669 0000036,8.1,94097,0081891 0000357,https://m.media-amazon.com/images/M/MV5BYmRiMDFlYjYtOTMwYy00OGY2LWE0Y2QtYzQxOGNhZmUwNTIxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg,Confederate military due crucial civilian role engineer beloved locomotive Union spies return enemy lines
0981227,Nick and Norah's Infinite Playlist (2008),0148418 0993507 1683094 1969169 0310966 1232226 2822739 2185539 0059431 0006437,comedy drama music romance,90,us,en,2008,0813164,6.6,94078,0010568 0050868 0142446 0113177,https://m.media-amazon.com/images/M/MV5BOTY2MjI4ODI4Nl5BMl5BanBnXkFtZTcwNTMyNjM4MQ@@.jpg,High school student Nick O'Leary member Queercore Jerk Offs college-bound Norah Silverberg boyfriend minutes
9071322,Dark Waters (2019),0749263 0004266 0000209 0000597 0131966 0001255 0001858 2860379 2106801 0189755,biography drama history,126,us,en ko,2019,0001331,7.6,94055,0132772 0783031 0484360,https://m.media-amazon.com/images/M/MV5BODQ0M2Y5M2QtZGIwMC00MzJjLThlMzYtNmE3ZTMzZTYzOGEwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg,corporate defense attorney environmental lawsuit chemical company lengthy history pollution
0408839,The Heartbreak Kid (2007),0001774 0015196 1157358 0005467 1117791 0578788 0934113 0391072 1144419 0420963,comedy romance,116,us mx,en es,2007,0125803 0268380,5.8,93995,0819670 0023815 0022730 0030016 0248837,https://m.media-amazon.com/images/M/MV5BMjExNTM2NTE2NF5BMl5BanBnXkFtZTcwOTI5MDUzMw@@.jpg,man perfect woman lady honeymoon
0095489,The Land Before Time (1988),0385757 0001726 0198925 0259984 0404532 0126312 0058279 0752900 13211522 0004931,animation adventure drama family,69,us ie,en,1988,0089940,7.4,93992,0071326 0005073 0068287 0010110 0009119,https://m.media-amazon.com/images/M/MV5BNDVhZjVmZWYtYTE0OC00MGFjLWI1YWQtZmJhNmE5NzI4ZWE4XkEyXkFqcGdeQXVyMzczMzE2ODM@.jpg,brontosaurus teams young dinosaurs order families valley
3316948,American Ultra (2015),0251986 0829576 0333410 0110168 0324658 0000491 0000597 0355024 0339489 0660244,action comedy,96,us ch,en cmn,2015,1294036,6.1,93942,0037203 0251858 0190175 0794605 0037203 0090153 0393951 0794606 0440477,https://m.media-amazon.com/images/M/MV5BMTcwMTM1NDU1Ml5BMl5BanBnXkFtZTgwNDk5MTgzNjE@.jpg,stoner fact government agent liability extermination well-trained high
0165798,Ghost Dog: The Way of the Samurai (1999),0001845 0868110 0331054 0514912 0591800 0692466 0895308 0798328 0749298 0012376,crime drama,116,fr de us jp,en fr,1999,0000464,7.5,93919,0002923 0028557 0024879 0052813 0024077 0061958 0052446,https://m.media-amazon.com/images/M/MV5BMTQ5ZTc1NjAtMGNjNi00ZDY1LWIyM2EtZmM1NTcwMjkzNmMyXkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg,African-American Mafia hit man models samurai old finds death mob
1103153,Killers (2010),0005110 0001337 0000633 0001573 0935395 0839934 0910076 1988111 1443527 0611898,action comedy romance thriller,100,us,en,2010,0525659,5.4,93916,0173285 0258142 0102320 0302810,https://m.media-amazon.com/images/M/MV5BMTU0NDIwOTcwOV5BMl5BanBnXkFtZTcwNjU3NTQ0Mw@@.jpg,woman ideal man swift marriage Back home idyllic life neighbors assassins couple
0367110,Swades (2004),0451321 1539666 1584145 1587122 0849195 0900267 1004804 1586516 1330062 1585140,drama musical,210,in,hi en,2004,0332950,8.2,93761,0132158 0252836 0131238,https://m.media-amazon.com/images/M/MV5BODY2NGYxZTEtMzBiOS00Zjg2LWEyZjYtNjQ5Mjg1MzQ5N2FlXkEyXkFqcGdeQXVyNTE0MDc0NTM@.jpg,successful Indian scientist returns Indian village nanny America process roots
0284837,Ali G Indahouse (2002),0056187 0729256 0478834 1169988 1164159 0145570 1162964 0013584 0062646 1168757,comedy,85,fr gb de,en fr es,2002,0617042,6.2,93726,0002948 0088984 0047476 0103588 0074598 0057311,https://m.media-amazon.com/images/M/MV5BMjVmNmNkMzEtOWRiMS00YmE2LThiNDAtYjFjZTdjYTNmNzZkXkEyXkFqcGdeQXVyNTIzOTk5ODM@.jpg,Ali G pawn Chancellor plot Prime Minister Great Britain Ali nation voice youth PM government popular
0817177,Flipped (2010),1630992 2786608 0000360 0000381 0001498 0000542 0001644 0918858 2079681 2980890,comedy drama romance,90,us,en,2010,0001661,7.7,93710,0040620,https://m.media-amazon.com/images/M/MV5BMTU2NjQ1Nzc4MF5BMl5BanBnXkFtZTcwNTM0NDk1Mw@@.jpg,eighth-graders feelings total opposites
10886166,365 Days (2020),11110971 9016108 0943002 4840961 3457470 2322104 0843772 0830857 1911818 2911079,drama romance,114,pl,pl en it,2020,1705578 1372836,3.3,93709,0726975 0776224 0407818 0015575,https://m.media-amazon.com/images/M/MV5BMDdhYzNkOWQtYWNlNi00NDdjLWJlZDMtMjJjZDYyNjAxM2U1XkEyXkFqcGdeQXVyMTQyMTMwOTk0.jpg,Massimo member Sicilian Mafia family Laura sales director trip Sicily relationship Massimo days love
0362478,The Box (2009),0000139 0005188 0001449 0714310 0651660 1157948 1843026 0922927 0750658 0943566,drama mystery thriller,115,us,en,2009,0446819,5.6,93595,0002663 0023815 0194736 0118694 0226345,https://m.media-amazon.com/images/M/MV5BMTI4MDA5NjIwM15BMl5BanBnXkFtZTcwNTA2MjY0Mg@@.jpg,small wooden box doorstep married couple dollars someone
1532503,Beginners (2010),0000191 0001626 0491259 0899681 0502097 0005081 3439694 0005415 2878390 3170406,comedy drama romance,105,us,en fr,2010,0590122,7.2,93566,0238585 0226159 0488045,https://m.media-amazon.com/images/M/MV5BMjAyNDcxNTk3NV5BMl5BanBnXkFtZTcwMjk4MDU2NA@@.jpg,young man announcements elderly father terminal cancer young male lover
1648179,Here Comes the Boom (2012),0416673 0000161 0001857 0314524 0736579 0884230 2952108 1008015 0498046 2923350,action comedy sport,105,us,en nl,2012,0178997,6.4,93548,0050868 0263395 0163543 0059609,https://m.media-amazon.com/images/M/MV5BMTUxMzEzNDQ0Nl5BMl5BanBnXkFtZTcwMDI2NTY1OA@@.jpg,high-school biology teacher successful mixed martial arts fighter effort money extracurricular activities cash-strapped school
0105812,White Men Can't Jump (1992),0000648 0000437 0001609 0274508 0185475 0362429 0362085 0428426 0425759 0730578,comedy sport,115,us,en,1992,0005421,6.8,93535,0000756,https://m.media-amazon.com/images/M/MV5BMGViMTFiODAtN2QzZC00ZWFlLTg1ZjUtMTMyNjVjNDVhYjczXkEyXkFqcGdeQXVyMTUzMDUzNTI3.jpg,Black white basketball hustlers forces chances money street courts basketball tournament
0079945,Star Trek: The Motion Picture (1979),0000638 0000559 0001420 0001150 0001786 0000854 0000479 0629667 0001422 0004834,adventure mystery sci-fi,143,us,en tlh,1979,0936404,6.4,93457,0023400 0006081 0024434,https://m.media-amazon.com/images/M/MV5BNjk1ZjAyZjktZTY4YS00NDY3LWIwMzktMjZiNGIzODFiZDVmXkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg,alien spacecraft enormous power Earth Admiral James T. Kirk command overhauled USS Enterprise order
0472181,The Smurfs (2011),0000279 0000439 1724323 0005527 2125540 2788974 2901549 4541112 4541217 2920005,animation adventure comedy family fantasy,103,us be ca,en,2011,0331532,5.4,93453,0050868 0121181 0127668 0436516 0140758,https://m.media-amazon.com/images/M/MV5BOTUzNTczYTMtMzdkOC00ODlkLTk1NDMtYWYxMzQyYzI1YmVjXkEyXkFqcGdeQXVyNDQ2MTMzODA@.jpg,evil wizard Gargamel tiny blue Smurfs village magical world New York City
2679042,Hitman: Agent 47 (2015),2854802 2045884 1026278 1095432 7515517 0116041 0143819 7515518 0179349 0220162,action crime thriller,96,us gb de ca sg,en,2015,5507490,5.7,93424,0000756 0030602 0155543 0129985 0420822 0614871 0209925 0381995 0130575 0361470,https://m.media-amazon.com/images/M/MV5BMjc2ODU1YWYtOGU1MS00ODQ3LTg1YmUtYmRmNjZmNzNiMjA4XkEyXkFqcGdeQXVyNTIzOTk5ODM@.jpg,assassin teams woman father mysteries ancestry
1020072,Selma (2014),0654648 0252238 2740716 6550068 6965925 6965883 7043362 3849928 7043363 0001856,biography drama history,128,gb fr us,en,2014,1148550,7.5,93409,0022869 0004231 0136967 0265704 0209925 0152921 0068747,https://m.media-amazon.com/images/M/MV5BZGZkNzFkYTgtYTBkZC00M2MzLWJhNzUtMGE4YzRhYmU2Zjg0XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,chronicle Dr. Martin Luther King Jr. campaign equal voting rights epic march Selma Montgomery Alabama
0090305,Weird Science (1985),0001309 0001456 0593819 0000200 0811562 0036978 0000375 0750852 0920460 0494815,comedy romance sci-fi,94,us,en,1985,0000455,6.6,93390,0005073,https://m.media-amazon.com/images/M/MV5BMTEwMTU1YjMtMjc0OS00NjZiLTk1MGMtNzhkODI0ZDFjNGI2XkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg,high-school nerds computer program perfect woman lives upside-down
7550000,Project Power (2020),0004937 0330687 6195774 0763928 0005524 0484541 0446622 1324884 1280286 6292935,action crime sci-fi thriller,113,us,en es,2020,1160962 1413364,6.0,93358,0144901 0688564 0226548,https://m.media-amazon.com/images/M/MV5BYzBhOWU4ODAtZDYzYi00NDU1LWIzZWUtNDZmMDgxODljZTVmXkEyXkFqcGdeQXVyMTAwMzM3NDI3.jpg,pill users unpredictable superpowers minutes streets New Orleans teenage dealer local cop ex-soldier group responsible creation
0166896,The Straight Story (1999),0000651 1886964 0139388 0927357 0002070 0540612 0281200 0250468 0340267 0909668,biography drama,112,gb fr us,en,1999,0000186,8.0,93353,0007061 0028557 0103532 0008195 0022244 0047476 0036392 0037629 0008970,https://m.media-amazon.com/images/M/MV5BM2UxYTMwMWUtOGM1OS00MDI4LWFhNTUtOTA4NWI2ZjEwNmMxXkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg,old man long journey lawnmower relationship ill brother
1440292,Submarine (2010),0852965 0175916 1064292 1306081 1020089 2362716 3582739 3944584 4478115 4165762,comedy drama romance,97,gb us,en,2010,1547964,7.3,93253,0150452 0104859 0197272 0104092 0208586 0219564 0106149 0228888 0039303 0356345,https://m.media-amazon.com/images/M/MV5BMTQ5ODMxNTIyNV5BMl5BanBnXkFtZTcwNjQ1ODgyNQ@@.jpg,15-year-old Oliver Tate objectives virginity next birthday flame mother ex-lover life
0328538,Thirteen (2003),1223023 0939697 1227814 0000456 1227232 1227470 2761813 1228930 1020124 1228813,drama,100,gb us,en es pt,2003,0362566,6.8,93253,0028932 0088247 0057311 0011355 0125052,https://m.media-amazon.com/images/M/MV5BMTYzNDYxNzY2MF5BMl5BanBnXkFtZTYwNzk2NTc3.jpg,thirteen-year-old girl relationship mother test drugs sex petty crime company cool troubled best friend
7939766,I'm Thinking of Ending Things (2020),0687146 2976580 0001057 0000667 0101777 6044874 6262342 5362984 2281371 0335957,drama thriller,134,us,en es,2020,0442109,6.6,93215,0190175 0250440,https://m.media-amazon.com/images/M/MV5BNWMyZTA1MTItMzFhOS00NGY5LWJlZDMtMzczZmRjOThkMmViXkEyXkFqcGdeQXVyMjUxMTY3ODM@.jpg,Full misgivings young woman new boyfriend parents farm everything
1213644,Disaster Movie (2008),1782667 0591373 1674759 1440402 1556400 2578007 0054697 0001182 0185272 1561561,comedy sci-fi,87,us,en,2008,0294997 0783536,1.9,93187,0173285 0209305 0261040,https://m.media-amazon.com/images/M/MV5BMTIzMDQyNDgwNl5BMl5BanBnXkFtZTcwMDA0MTc3MQ@@.jpg,course evening unsuspecting group twenty-somethings series natural disasters catastrophic events
0098258,Say Anything (1989),0000131 0001746 0001498 0000666 0111857 0781899 0332410 0000363 0364385 0907605,comedy drama romance,100,us,en,1989,0001081,7.3,93129,0035761 0000756,https://m.media-amazon.com/images/M/MV5BOTcyOWNhMzgtZjk2OC00ODcxLTg2MGQtOTZjM2ViNzUwNDViXkEyXkFqcGdeQXVyMTUzMDUzNTI3.jpg,noble underachiever beautiful valedictorian fall love summer college
0252076,Maid in Manhattan (2002),0000182 0000146 0001670 0001804 0692677 0175814 0001177 0781238 1213487 0520171,comedy drama romance,105,us,en fr es,2002,0911061,5.3,93124,0003580 0087432 0073707 0007540,https://m.media-amazon.com/images/M/MV5BMTczODg2ODI2M15BMl5BanBnXkFtZTYwODIxMDg5.jpg,Senatorial candidate hotel maid socialite wealthy woman dress
0105698,Universal Soldier (1992),0000241 0000185 0001824 0642522 0001583 0728132 0920446 0005241 0871636 0204634,action sci-fi,102,us,en,1992,0000386,6.1,93083,0047476 0094459 0149490 0071034,https://m.media-amazon.com/images/M/MV5BMzMyZjNiOTYtMWJkZS00M2I5LWIzYWYtOTc2ZjYzMzBhY2MwXkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg,Soldiers Vietnam conflict life top secret military experiment superhuman warriors
1322269,August: Osage County (2013),0000658 0000210 0177933 0000191 0553269 0001731 0000551 0629855 0000496 1113550,comedy drama,121,us,en,2013,0920274,7.2,93010,0150452 0028809 0184096 0320835 0390722 0363205,https://m.media-amazon.com/images/M/MV5BNzQ5ODE4NTcxNV5BMl5BanBnXkFtZTgwNjkyNDQ0MDE@.jpg,look lives strong-willed women Weston family paths family crisis Oklahoma house dysfunctional woman
0250797,Unfaithful (2002),0000178 0838059 0000152 0553648 0852939 1157358 0005165 0045935 0026687 0348515,drama romance thriller,124,fr de us,en fr,2002,0001490,6.7,93007,0017497 0007127 0166202 0093813,https://m.media-amazon.com/images/M/MV5BNWRkOTdjMjktZTViMy00ZTgyLTg3NzktODdiZDk1YTExOGFhXkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg,New York suburban couple marriage wife adulterous fling
0498353,Hostel: Part II (2007),0314514 0058372 0000525 0005313 0121404 0430236 0379596 0480465 0460596 0271763,horror,94,us cz,en sk it cs,2007,0744834,5.5,92989,0173285 0010568 0070371 0116469 0028556,https://m.media-amazon.com/images/M/MV5BMjA1NTQ3MjI2N15BMl5BanBnXkFtZTYwNTQ4MTI3.jpg,American college students Slovakian hostel grim reality
8629748,Spenser Confidential (2020),0000242 6328300 0000273 2955597 0309461 0940158 0549505 0003069 7970428 0131974,action comedy crime drama mystery thriller,111,us,en hi,2020,0000916,6.2,92961,0144901 0011134 0198598 0298735 0152188,https://m.media-amazon.com/images/M/MV5BMTdkOTEwYjMtNDA1YS00YzVlLTg0NWUtMmQzNDZhYWUxZmIyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg,Boston police officers ex-cop Spenser teams no-nonsense roommate Hawk criminals
0049406,The Killing (1956),0001330 0336531 0250436 0282435 0208125 0934798 0176879 0768178 0250066 0137046,crime drama film-noir thriller,84,us,en,1956,0000040,7.9,92934,0003625,https://m.media-amazon.com/images/M/MV5BMDE5ZjAwY2YtOWM5Yi00ZWNlLWE5ODQtYjA4NzA1NGFkZDU5XkEyXkFqcGdeQXVyNjc1NTYyMjg@.jpg,Crook Johnny Clay five-man team plan daring racetrack robbery
0049730,The Searchers (1956),0000078 0001374 0587256 0000955 0000081 0702798 0137010 0104770 0193411 0001013,adventure drama western,119,us,en nv es,1956,0000406,7.9,92900,0100295,https://m.media-amazon.com/images/M/MV5BYWQ3YWJiMDEtMDBhNS00YjY1LTkzNmEtY2U4Njg4MjQ3YWE3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg,American Civil War veteran embarks years-long journey niece Comanches rest brother family raid Texas farm
3513548,Richard Jewell (2019),3236159 0005377 10263413 5573623 0337705 1312575 0687772 0358316 0327020 3616206,biography crime drama,131,us,en,2019,0000142,7.5,92880,0088354 0085725 0509662 0016350 0102264,https://m.media-amazon.com/images/M/MV5BOTFlODg1MTEtZTJhOC00OTY1LWE0YzctZjRlODdkYWY5ZDM4XkEyXkFqcGdeQXVyNjU1NzU3MzE@.jpg,Security guard Richard Jewell instant hero bomb attack Atlanta Olympics life nightmare FBI leaks media suspect case
1164999,Biutiful (2010),0000849 3159825 3904817 3127008 0273464 1081978 3904979 1702381 2950480 3938312,drama romance,148,mx es,es zh wo,2010,0327944,7.4,92838,0306867 0233438 0042399 0071049 0058512 0163700 0209665,https://m.media-amazon.com/images/M/MV5BMzI4OTQ0MDQyNl5BMl5BanBnXkFtZTcwODY5MjQwNA@@.jpg,man dying cancer best world terms
0364045,Taking Lives (2004),0001401 0000160 0000662 0001687 0553648 0001409 0000767 0200452 0154226 0480232,crime mystery thriller,103,us gb,en fr,2004,0142286,6.2,92826,0002663 0108864 0014103,https://m.media-amazon.com/images/M/MV5BMTA3NDMyNzI5NTdeQTJeQWpwZ15BbWU3MDQxNDEyMzM@.jpg,FBI profiler French Canadian police serial killer identity new victim
0443701,The X Files: I Want to Believe (2008),0000141 0000096 0001605 0175262 0944702 0683379 0719678 0324134 0224477 0043704,crime drama horror mystery sci-fi thriller,104,us ca,en ru cs,2008,0004810,5.9,92702,0000756 0078377 0241738 0237037,https://m.media-amazon.com/images/M/MV5BOTk5MThhOTQtZTY5OC00MzgwLWE4MTctNTI4OGEwNjU3YTZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,Mulder Scully duty FBI former priest claims psychic visions agent
14208870,The Fabelmans (2022),0931329 0200452 0736622 5450413 12873476 10652212 12679952 6253548 12257385 0002139,drama,151,us in,en,2022,0000229,7.6,92711,0009119 0567243 0336601 0005073,https://m.media-amazon.com/images/M/MV5BZGM1MzczNmQtMjBmYS00NTRhLWI0MzctNTFkZDc4OGUyODdjXkEyXkFqcGdeQXVyMjMxOTE0ODA@.jpg,post-World War II era Arizona young Sammy Fabelman filmmaker adolescence discovers family secret power films truth
0114694,Tommy Boy (1995),0000394 0005450 0001133 0000137 0000101 0000689 0564921 0340260 0088227 0877307,adventure comedy,97,us ca,en,1995,0781842,7.1,92693,0113592 0023400,https://m.media-amazon.com/images/M/MV5BNTMwZGU3MGUtZWE0Ni00YzExLWIyY2MtMmNmMDlmYTdmNzFkXkEyXkFqcGdeQXVyNjExODE1MDc@.jpg,auto-parts tycoon father dies overweight son teams snide accountant family business
0230838,Sweet November (2001),0000206 0000234 0005042 0314524 0014582 0431451 0334179 0742146 0001449 0006463,drama romance,119,us,en,2001,0640466,6.7,92632,0002663 0090310 0070636,https://m.media-amazon.com/images/M/MV5BMTc4NjYzNzkzNl5BMl5BanBnXkFtZTYwNjg1ODc5.jpg,workaholic executive unconventional woman personal relationship short period short period life
0048424,The Night of the Hunter (1955),0000053 0001859 0001273 0322299 0889537 0336335 0065975 0152159 0115579 0145082,crime drama film-noir thriller,92,us,en,1955,0001452,8.0,92605,0051395,https://m.media-amazon.com/images/M/MV5BODFmYWU0M2YtOTFkNy00ODJhLTgxODgtY2QyZTdlMzI0YTk0XkEyXkFqcGdeQXVyMTA0MTM5NjI2.jpg,religious fanatic marries gullible widow young children reluctant real daddy robbery
0799934,Be Kind Rewind (2008),0085312 0080049 0000418 0001201 0246686 0328644 0662122 0807351 2466842 1631320,comedy,102,gb fr us,en,2008,0327273,6.4,92583,0046718 0470408 0046394 0042399,https://m.media-amazon.com/images/M/MV5BMTU4MjY2MTU2MV5BMl5BanBnXkFtZTYwNjUzODc4.jpg,store clerks footage tapes video rental store order business film store camera budget dollars
0120679,Frida (2002),0000161 0535502 0953173 0882364 0526019 0000547 1298375 0000420 0721209 0622944,biography drama romance,123,us,en fr ru,2002,0853380,7.3,92544,0036374 0060306 0022594 0053308,https://m.media-amazon.com/images/M/MV5BYzUxMTU0ZmEtZWE0Ni00NzJlLThhZTUtNDA1ZDZjZDUxYThiXkEyXkFqcGdeQXVyNjk1Njg5NTA@.jpg,biography artist Frida Kahlo pain crippling injury tempestuous marriage work
0099371,Days of Thunder (1990),0000129 0000380 0000173 0001642 0000144 0740264 0000669 0000604 0703862 0800971,action drama sport,107,us,en fr,1990,0001716,6.1,92544,0023400 0102770,https://m.media-amazon.com/images/M/MV5BMmU0MjU5ODEtODRkOC00MzdlLTk5YmEtMmY0MWM4MzM2MDMxXkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg,young hot-shot stock car driver chance top level
1540133,The Guard (2011),2426101 4961072 4961338 4961279 4961122 0322407 0444676 4961455 0455663 4335120,comedy crime thriller,96,gb ie us,en ga,2011,0567620,7.3,92482,0137061 0214624 0126667 0289600 0104092 0025116 0401325 0018776,https://m.media-amazon.com/images/M/MV5BMTY2ODkzMDgwM15BMl5BanBnXkFtZTcwMDA1Mjg1OA@@.jpg,unorthodox Irish policeman confrontational personality uptight F.B.I agent international drug-smuggling ring
0452625,Good Luck Chuck (2007),1161069 1795630 2342090 1199888 2301758 0176981 0799706 0283945 2483617 0257613,comedy romance,101,us ca,en,2007,0375068,5.6,92435,0173285 0033868 0026937 0249368 0333941 0413786 0092623,https://m.media-amazon.com/images/M/MV5BMTU1NzM1MTE1OV5BMl5BanBnXkFtZTYwNDQyMjU3.jpg,order woman dreams guy Charlie Logan curse popular single women Sleep Charlie next man true love
0327437,Around the World in 80 Days (2004),0000329 0176869 0208426 0299481 0000980 0573862 0752379 0358772 0324134 1246335,action adventure comedy family western,120,ie gb de us,en yue fr de hi tr,2004,0178997,5.8,92380,0008970 0073388 0107034 0102285 0053177 0032769 0138094 0138092 0021661 0006290,https://m.media-amazon.com/images/M/MV5BMTc4MTkxMjQ2NF5BMl5BanBnXkFtZTcwNzE0NzUyMQ@@.jpg,bet eccentric British inventor Chinese valet aspiring French artist trip full adventures dangers world eighty days
1263670,Crazy Heart (2009),0000313 0443856 2485687 0379200 0101005 1123709 0335275 0224496 0350454 1833916,drama music romance,112,us,en es,2009,0178376,7.2,92373,0028932 0242459 0073152,https://m.media-amazon.com/images/M/MV5BMTU0NDc5NjgzNl5BMl5BanBnXkFtZTcwNzc0NDIzMw@@.jpg,faded country music musician dysfunctional life doomed romance
0164334,Along Came a Spider (2001),0000151 0005321 0000699 0048414 0095561 0947338 0370422 0761587 0121605 0605363,drama thriller,104,us de ca,en ru,2001,0848414,6.4,92194,0023400 0031919 0031847 0075256 0253321 0042958,https://m.media-amazon.com/images/M/MV5BOTVlY2VhMWEtYmRlOC00YWVhLWEzMDktZWJlYzNiMWJmZTIwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg,senator daughter Secret Service protection private school detective Alex Cross case loss partner
3863552,Bajrangi Bhaijaan (2015),0006795 7372970 1596350 0004626 0768296 7478179 0700875 2016476 0788903 6661769,action adventure comedy drama,163,in,hi ur,2015,1203138 14533834,8.1,92174,0050176 0708654 0541352 0163611 0962598 0541353,https://m.media-amazon.com/images/M/MV5BMjE1NjQ5ODc2NV5BMl5BanBnXkFtZTgwOTM5ODIxNjE@.jpg,Indian man magnanimous heart young mute Pakistani homeland family
0093010,Fatal Attraction (1987),0000140 0000335 0000271 0490477 0659573 0284129 0001304 0612778 0107419 0809135,drama thriller,119,us,en,1987,0001490,6.9,92168,0023400,https://m.media-amazon.com/images/M/MV5BYjBjNzNiNWYtYWU0NC00OTdjLTk3NmYtM2NjZjc2ZGIwOTQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,married man one-night stand lover family
1683526,Detachment (2011),0004778 0001315 0001001 0376716 0005154 0001100 0625789 0676973 0186505 3774109,drama,98,us,en,2011,0443411,7.7,92172,0222800 0088354 0013909,https://m.media-amazon.com/images/M/MV5BMTM3NzQzMDA5Ml5BMl5BanBnXkFtZTcwODA5NTcyNw@@.jpg,substitute teacher classroom connection students teachers latest assignment
0368226,The Room (2003),1382072 1382799 0802995 1223979 1181951 1394582 0391971 1393926 1092453 1395506,drama,99,us,en,2003,1382072,3.6,92156,0099815,https://m.media-amazon.com/images/M/MV5BN2IwYzc4MjEtMzJlMS00MDJlLTkzNDAtN2E4NGNkZjg0MDgxXkEyXkFqcGdeQXVyMjQwMDg0Ng@@.jpg,San Francisco amiable banker perfect life deceitful fiancée embarks affair best friend
